Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,PE,EC,4071.7,,fins,kg,T,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,PE,EC,1010.7,10122.6,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,PE,,2433.46,6205,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,11052.55,1748.85,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,,2737.01,fins,,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,11184.05,2145.55,skins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SV,,,497.05,skins,,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,US,LK,,3,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,YE,,,1200,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,KR,HS,,2261,,bodies,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,LK,US,LK,,3,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,MX,CR,,67200,,bodies,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,NL,BQ,,,80,specimens,ml,S,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,NL,BQ,,,40,specimens,,S,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,PE,EC,,,8714.1,fins,kg,T,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,PE,EC,,11158.8,920,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,PH,US,LK,,3,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TW,SV,,,68750,bodies,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TW,US,LK,,3,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,BD,LK,3,,fins,,Q,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,CN,XX,,2,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,FJ,LK,3,,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,FJ,,,3,fins,,Q,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,HK,LK,2,,fins,,Q,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,HK,LK,3,,fins,,S,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,LK,,3,,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,MX,,22,,fins,kg,T,I
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,TW,LK,3,,fins,,E,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,ZA,LK,3,,fins,,Q,O
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,VN,PE,EC,,1470.2,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,VN,PE,,,48,fins,kg,T,W
2018,II,Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,ZA,US,LK,,3,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,AE,OM,,6,,fins,,E,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,BD,US,FJ,,4,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,BJ,SN,XX,,1,fins,,S,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CI,GN,BJ,1,,fins,,S,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CN,OM,,,200,fins,kg,T,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CN,US,FJ,,4,fins,,Q,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,CN,US,XX,4,,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,FJ,XX,,4,,fins,,Q,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,GB,EC,,,50,specimens,,S,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,GN,CI,BJ,,1,fins,,S,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,US,FJ,,4,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,YE,,,970,fins,kg,T,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,LK,US,FJ,,4,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,OM,US,XX,1,1,fins,,L,I
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,PH,US,FJ,,4,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,TW,US,FJ,,4,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,BD,FJ,4,,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,CN,XX,,4,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,FJ,,4,,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,FJ,,,4,fins,,Q,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,HK,FJ,4,,fins,,Q,W
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,HK,FJ,4,,fins,,S,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,LK,FJ,4,,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,TW,FJ,4,,fins,,E,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,ZA,FJ,4,,fins,,Q,O
2018,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,ZA,US,FJ,,4,fins,,Q,O
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,FR,MG,,1,skeletons,,T,O
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,IE,XX,,1,bones,,T,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,MX,,,35,specimens,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,US,,,7,specimens,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CN,GB,CN,,1,skeletons,,E,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,DK,US,HS,,4,specimens,ml,S,O
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,FR,MC,XX,,1,skulls,,Q,O
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,CN,,1,,skeletons,,E,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,CN,,,3,specimens,,E,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,EC,,,20,specimens,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,IT,ZA,,,32,specimens,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,MG,FR,MG,,1,skeletons,,E,O
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,XX,59,,teeth,,T,I
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,,267,20400,specimens,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CN,XX,1,,bones,,P,I
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,MX,,38,,skins,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,MX,,3,145,specimens,,S,W
2018,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,ZA,AU,,200,,specimens,,S,W
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,BD,US,,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,CN,US,XX,2,,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,CN,US,,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,FJ,XX,,2,,fins,,Q,W
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,HK,US,,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,LK,US,,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,PH,US,,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,TW,US,,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,BD,US,2,,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,CA,,,20400,specimens,,S,W
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,CN,XX,,2,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,FJ,US,2,,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,FJ,,,2,fins,,Q,W
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,HK,US,2,,fins,,Q,W
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,HK,US,2,,fins,,S,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,LK,US,2,,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,TW,US,2,,fins,,E,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,ZA,US,2,,fins,,Q,O
2018,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,ZA,US,,,2,fins,,Q,O
2018,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,IN,,275.35,,gill plates,kg,T,W
2018,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,,4,,leather products (small),,P,I
2018,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,AU,LK,,,6,specimens,,E,W
2018,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,AU,LK,,,6,specimens,,S,W
2018,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,CN,GB,CN,,1,skeletons,,E,W
2018,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,FR,US,,,2,live,,T,W
2018,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,FR,US,,2,,live,,Z,W
2018,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,GB,CN,,1,,skeletons,,E,W
2018,II,Mobula spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,GB,CN,,,3,specimens,,E,W
2018,II,Mobula spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,,299.5,,gill plates,kg,T,W
2018,II,Mobula spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,US,CN,XX,94,,medicine,,T,I
2018,II,Mobula eregoodootenkee,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,AU,ZA,,,3,specimens,,S,W
2018,II,Mobula hypostoma,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,CN,US,,4,4,live,,T,W
2018,II,Mobula hypostoma,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,FR,US,,,12,live,,T,W
2018,II,Mobula hypostoma,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,FR,US,,18,,live,,Z,W
2018,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,AU,LK,,,6,specimens,,E,W
2018,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,AU,LK,,,6,specimens,,S,W
2018,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,,1402.8,,gill plates,kg,T,W
2018,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,550,gill plates,kg,T,W
2018,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,550,gill plates,,T,W
2018,II,Mobula japanica,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,225,live,kg,T,W
2018,II,Mobula kuhlii,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,AU,LK,,,38,specimens,,S,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,AU,LK,,,6,specimens,,E,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,AU,LK,,,6,specimens,,S,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,ID,133.6,,gill plates,kg,T,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,IN,,332.4,,gill plates,kg,T,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,450,gill plates,kg,T,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,300,gill plates,,T,W
2018,II,Mobula tarapacana,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,HK,LK,,,200,live,kg,T,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,AU,ZA,,,17,specimens,,S,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,CN,GB,CN,,1,skeletons,,E,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,AU,,66,,skin pieces,,S,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,CN,,,3,specimens,,E,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,EC,,5,15,specimens,,S,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,PH,,40,,specimens,,S,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,SH,,,130,specimens,,S,W
2018,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,BD,,,275,specimens,,S,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,AU,,6,,live,,Z,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,OM,,3,,fins,,E,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,BD,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,AU,,18,,live,,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,KE,,10,4,live,,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,1352.13,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,US,XX,3,,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,FJ,XX,,3,,fins,,Q,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,CN,,,3,specimens,,E,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,EC,,,50,specimens,,S,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,KR,,900,900,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,LK,,,950,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,LK,,,40,live,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,833.25,,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,PE,,530,1130,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,666.05,153.85,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,85.41,fins,,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,130.95,40.2,skins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,YE,,,1550,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,KR,CN,,22000,,bodies,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,KR,CN,,,22000,meat,kg,T,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,KR,HS,,14301,,bodies,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,LK,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,PH,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,RU,KE,,,1,live,,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,SA,KE,,,1,live,,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TW,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,AU,,2,,live,,Z,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BD,ZA,3,,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BD,,,325,specimens,,S,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,CN,XX,,3,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,EC,,,60,specimens,,S,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,FJ,ZA,3,,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,FJ,,,3,fins,,Q,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,HK,ZA,3,,fins,,Q,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,HK,ZA,3,,fins,,S,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,LK,ZA,3,,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,MX,,45,,fins,,T,I
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,NI,,5,5,fins,kg,T,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,PA,,,200,specimens,,S,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,PH,,2,,specimens,,S,I
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,TT,,37,,fins,,S,I
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,TT,,,37,fins,,S,W
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,TW,ZA,3,,fins,,E,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,ZA,,3,,fins,,Q,O
2018,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,ZA,US,ZA,,3,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,OM,,3,,fins,,E,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AU,US,XX,,4000,medicine,,T,I
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,BD,US,,,2,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CI,BJ,XX,,1,trophies,,S,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CI,GN,BJ,1,,fins,,S,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,663.3,fins,kg,T,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,OM,,,300,fins,kg,T,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,US,XX,2,,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,US,,,2,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,FJ,XX,,2,,fins,,Q,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,FR,MC,XX,,2,skulls,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,EC,,,50,specimens,,S,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GN,CI,BJ,,1,fins,,S,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,231.64,178.55,fins,kg,T,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,US,,,2,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,YE,,,1860,fins,kg,T,W
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,LK,US,,,2,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,OM,US,XX,1,1,fins,,L,I
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,PH,US,,,2,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TW,US,,,2,fins,,Q,O
2018,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BD,US,2,,fins,,Q,O
